Date,Guohu,Brokerage,Stamp
2016/10/17,0,5,0
2016/10/27,0,5,0
2016/11/1,0,5,3.5
2016/11/1,0.82,12.71,0
2016/11/2,0.83,12.91,41.64
2016/11/2,0.63,9.76,0
2016/11/2,0.79,12.29,0
2016/11/2,0,11.41,0
2016/11/3,0.8,7.99,39.97
2016/11/3,0.63,6.32,31.59
2016/11/4,0,8.35,41.77
2016/11/5,0,5,0
2016/11/7,0,5,5.88
2016/11/7,0,5.9,0
2016/11/7,0.83,8.33,0
2016/11/8,0.42,5,20.9
2016/11/8,0.42,5,20.88
2016/11/8,0,5.9,29.48
2016/11/10,0.86,8.62,0
2016/11/14,0.63,6.29,0
2016/11/14,0,7.77,0
2016/11/14,0.88,8.83,0
2016/11/14,0.76,7.56,0
2016/11/14,0,9.16,0
2016/11/14,0.82,8.22,0
2016/11/14,0,5,0
2016/11/14,0.68,6.77,0
2016/11/14,0,6.89,0
2016/11/14,0,7,0
2016/11/14,0,7.71,0
2016/11/15,0,5.29,0
2016/11/15,0,5.19,0
2016/11/15,0,5.38,0
2016/11/15,0.58,5.8,0
2016/11/15,0.44,5,0
2016/11/15,0.8,7.99,39.96
2016/11/15,0.53,5.32,0
2016/11/15,0.65,6.51,0
2016/11/15,0.65,6.46,0
2016/11/15,0,7.12,35.58
2016/11/15,1.04,10.43,0
2016/11/15,0.5,5.01,0
2016/11/15,0,5,23.95
2016/11/15,0.68,6.8,33.99
2016/11/16,0,7.04,35.18
2016/11/16,0,5.39,26.93
2016/11/16,0.7,6.99,0
2016/11/16,0.22,5,11.04
2016/11/16,0,7.82,39.08
2016/11/16,0.29,5,14.61
2016/11/16,0.32,5,0
2016/11/16,0,7.8,38.99
2016/11/16,0.22,5,11.03
2016/11/16,0,5.24,26.18
2016/11/16,0,5,0
2016/11/16,0.29,5,0
2016/11/16,0.32,5,0
2016/11/16,0.28,5,0
2016/11/16,0,6.05,0
2016/11/16,0,5,0
2016/11/16,0.25,5,0
2016/11/16,0.66,6.62,33.09
2016/11/16,0.54,5.35,26.76
2016/11/16,0.29,5,14.47
2016/11/16,0.65,6.48,32.38
2016/11/17,0.15,5,7.56
2016/11/17,0.34,5,16.8
2016/11/17,0,5,0
2016/11/17,0,5,15.62
2016/11/17,0,5,0
2016/11/17,0.31,5,0
2016/11/17,0,5,0
2016/11/17,0.38,5,0
2016/11/17,0,5,0
2016/11/17,0.39,5,0
2016/11/17,0.43,5,0
2016/11/17,0,5,0
2016/11/17,0.31,5,0
2016/11/17,0,5,0
2016/11/17,0,5,0
2016/11/17,0,5,0
2016/11/17,0.27,5,0
2016/11/17,0,5,10.14
2016/11/17,0.21,5,0
2016/11/17,0,5,10.14
2016/11/17,0,5,10.14
2016/11/17,0,5.4,26.98
2016/11/17,0.25,5,12.5
2016/11/17,0.15,5,7.47
2016/11/17,0.38,5,18.98
2016/11/17,0.45,5,0
2016/11/17,0,5,0
2016/11/18,0.32,5,16
2016/11/18,0.25,5,0
2016/11/18,0.24,5,0
2016/11/18,0.33,5,16.43
2016/11/18,0,5,20.29
2016/11/18,0,5,17.06
2016/11/18,0,40.63,0
2016/11/18,0.43,5,21.68
2016/11/18,0,5,23.42
2016/11/18,0,5,24.27
2016/11/18,0.27,5,13.46
2016/11/18,0.49,5,24.38
2016/11/18,0.37,5,18.67
2016/11/18,0.3,5,15.13
2016/11/18,0.75,7.51,37.56
2016/11/18,0,8.58,42.9
2016/11/18,0,5,18.06
2016/11/18,0.44,5,22.2
2016/11/18,1.25,12.46,62.3
2016/11/18,0.26,5,13.24
2016/11/18,0.31,5,15.48
2016/11/18,0.38,5,18.97
2016/11/18,0,5,22.91
2016/11/18,0,5,11.37
2016/11/21,0,10.87,54.35
2016/11/21,0,10.83,54.13
2016/11/21,0.84,8.41,42.05
2016/11/21,0,7.47,37.35
2016/11/21,0,7.47,37.36
2016/11/21,0,8.17,40.85
2016/11/21,0.25,5,12.56
2016/11/21,0.25,5,12.68
2016/11/21,0,7.8,39.01
2016/11/21,0,5.3,0
2016/11/21,0.6,6.04,0
2016/11/21,0.91,9.05,0
2016/11/21,0,5,0
2016/11/21,0,5,0
2016/11/21,0,6.67,0
2016/11/21,0,5.31,0
2016/11/21,0,7,0
2016/11/22,0,5.45,27.24
2016/11/22,0,5,22.85
2016/11/22,0.61,6.08,30.41
2016/11/22,0,6.72,33.59
2016/11/22,0,7.09,35.45
2016/11/22,0.79,7.91,39.56
2016/11/22,0.91,9.08,45.4
2016/11/22,0.62,6.19,30.93
2016/11/22,0,5.33,26.64
2016/11/22,0.56,5.56,0
2016/11/22,0,6.17,0
2016/11/22,0,6.84,0
2016/11/22,0,6.98,0
2016/11/22,0,6.76,0
2016/11/22,0,6.76,0
2016/11/22,0.46,5,0
2016/11/22,0,5,0
2016/11/22,0.46,5,0
2016/11/22,0.69,6.93,0
2016/11/23,0,7,35
2016/11/23,0,5,23.94
2016/11/23,0.56,5.57,27.87
2016/11/23,0.79,7.88,39.42
2016/11/23,0.84,8.35,41.76
2016/11/23,0,9.82,49.1
2016/11/23,0,6.21,31.05
2016/11/23,0,5,12.33
2016/11/23,0,10.73,53.63
2016/11/23,0,5,12.35
2016/11/23,0,5,0
2016/11/23,0.58,5.77,0
2016/11/23,0.57,5.66,0
2016/11/23,0,7.28,0
2016/11/23,0,6.24,0
2016/11/23,0,5,0
2016/11/23,0.57,5.71,0
2016/11/23,0,5.45,0
2016/11/23,0.61,6.13,0
2016/11/23,0.31,5,0
2016/11/23,0,5.15,0
2016/11/23,0.6,6.04,0
2016/11/23,0.57,5.67,0
2016/11/23,0.56,5.65,0
2016/11/24,0,5,22.99
2016/11/24,0.55,5.47,0
2016/11/24,0,5,21.12
2016/11/24,0,6.13,0
2016/11/24,0,5.1,0
2016/11/24,0.56,5.56,0
2016/11/24,0.54,5.43,0
2016/11/24,0.56,5.56,0
2016/11/24,0.98,9.8,0
2016/11/24,0.76,7.65,38.23
2016/11/24,0.77,7.66,38.28
2016/11/24,0.54,5.4,26.99
2016/11/24,2.18,21.82,109.08
2016/11/24,0,5.11,25.54
2016/11/25,0,12.69,63.46
2016/11/25,1.09,10.88,54.38
2016/11/25,1.08,10.85,54.23
2016/11/25,0,12.28,61.41
2016/11/25,0,5,24.97
2016/11/25,0.98,9.76,48.81
2016/11/25,0,5.14,0
2016/11/25,0,7.71,0
2016/11/25,0,6.95,0
2016/11/28,0,7,34.99
2016/11/28,0,13.6,68
2016/11/28,0.82,8.24,0
2016/11/28,0.62,6.22,0
2016/11/28,0,8.03,0
2016/11/28,1.02,10.21,0
2016/11/28,0,6.31,0
2016/11/28,0.68,6.76,0
2016/11/28,0,5.97,0
2016/11/28,0.74,7.37,0
2016/11/28,0.74,7.38,0
2016/11/28,0.37,5,0
2016/11/29,0,5,0
2016/11/29,0,5,0
2016/11/29,0,5,0
2016/11/29,0.41,5,0
2016/11/29,0,8.12,40.62
2016/11/29,1.4,14.04,70.2
2016/11/29,0,5,0
2016/11/29,0,5,0
2016/11/29,0,5,0
2016/11/29,1.45,14.47,72.36
2016/11/29,0,6.81,0
2016/11/29,0.74,7.44,0
2016/11/29,0.4,5,0
2016/11/29,0.4,5,0
2016/11/29,0.4,5,0
2016/11/29,0,5.08,0
2016/11/30,0.75,7.5,37.52
2016/11/30,0.63,6.27,31.35
2016/11/30,0,5,17.79
2016/11/30,1.7,17.04,85.2
2016/11/30,0,11.96,59.82
2016/11/30,0,7.4,0
2016/11/30,0.81,8.12,40.6
2016/11/30,0,5,0
2016/11/30,0.58,5.78,0
2016/11/30,0.65,6.48,0
2016/11/30,0,6.01,30.03
2016/11/30,0.41,5,20.38
2016/11/30,0.41,5,20.4
2016/11/30,0,7.07,0
2016/11/30,0,8.43,0
2016/11/30,0,5,0
2016/11/30,0,5,17.46
2016/11/30,0,18.29,91.44
2016/12/1,0,13.37,66.85
2016/12/1,0,7.64,38.22
2016/12/1,0.57,5.69,28.47
2016/12/1,0,5,17.58
2016/12/1,0,7.08,35.42
2016/12/1,0.22,5,0
2016/12/1,0.28,5,0
2016/12/1,0.63,6.34,31.72
2016/12/2,1.46,14.6,0
2016/12/2,0.5,5.01,25.04
2016/12/2,0,59.05,0
2016/12/5,1.1,10.97,0
2016/12/5,0,8.33,0
2016/12/5,0.73,7.25,0
2016/12/5,0,12.56,0
2016/12/5,1.1,10.99,0
2016/12/5,0,6.41,0
2016/12/5,0,5.77,0
2016/12/5,0,7.42,0
2016/12/5,0,11.36,0
2016/12/5,0,5,0
2016/12/5,0,11.4,0
2016/12/5,0,8.32,0
2016/12/5,0,13.07,0
2016/12/6,0,8.94,0
2016/12/6,0,13.42,67.09
2016/12/7,0.38,5,0
2016/12/7,0,5,0
2016/12/7,0,5.86,29.32
2016/12/7,2.22,22.19,110.94
2016/12/7,0,7.36,36.8
2016/12/7,2.16,21.6,108
2016/12/7,0,8.82,44.12
2016/12/7,0,18.54,92.69
2016/12/7,0,19.7,98.5
2016/12/7,0,10.39,51.97
2016/12/7,0,19.69,98.46
2016/12/7,0,10.79,53.97
2016/12/7,0,10.81,54.05
2016/12/7,0,6.19,30.96
2016/12/7,0,23.02,115.12
2016/12/8,0.38,5,19.23
2016/12/8,0,5,22.49
2016/12/9,0.8,7.99,0
2016/12/9,0.8,7.97,0
2016/12/9,0.8,7.99,0
2016/12/9,0.9,8.99,0
2016/12/9,0.92,9.23,0
2016/12/9,0.8,8,0
2016/12/9,0.79,7.92,0
2016/12/9,0.74,7.38,0
2016/12/9,0,5.9,0
2016/12/9,0,5.89,0
2016/12/9,0.36,5,0
2016/12/9,0,7.99,0
2016/12/12,1.27,12.74,63.7
2016/12/12,0.88,8.84,44.19
2016/12/12,2.04,20.35,101.75
2016/12/12,0,11.72,58.62
2016/12/12,0,7.79,38.96
2016/12/12,0.88,8.76,43.79
2016/12/12,1.34,13.45,0
2016/12/12,0.67,6.7,0
2016/12/12,0,7.36,0
2016/12/12,0.67,6.71,0
2016/12/12,0.67,6.69,0
2016/12/12,0,7.25,0
2016/12/12,0.74,7.38,0
2016/12/12,0.74,7.38,0
2016/12/12,0.69,6.88,0
2016/12/12,2.13,21.28,106.4
2016/12/13,0,9.85,0
2016/12/13,0.61,6.15,0
2016/12/13,0.59,5.89,0
2016/12/13,0.65,6.54,0
2016/12/13,0,8.78,0
2016/12/13,0,9.93,0
2016/12/13,0,8.78,0
2016/12/13,0,8.79,0
2016/12/13,0,9.95,0
2016/12/13,0,10.01,0
2016/12/13,0.61,6.11,0
2016/12/13,0,10.01,0
2016/12/13,0,10.03,0
2016/12/13,0,9.95,0
2016/12/13,0,9.95,0
2016/12/13,0.62,6.19,0
2016/12/13,0.62,6.25,0
2016/12/13,0,6.02,0
2016/12/13,1.47,14.74,0
2016/12/13,1.32,13.16,0
2016/12/13,1.47,14.72,0
2016/12/13,0,9.85,0
2016/12/13,0,10.04,0
2016/12/13,0.68,6.83,34.14
2016/12/13,0,14.08,70.38
2016/12/13,3.33,33.31,166.54
2016/12/13,1.47,14.68,73.4
2016/12/14,3.52,35.16,175.82
2016/12/14,0,26.25,131.27
2016/12/14,0,20.98,104.92
2016/12/14,0,10.54,52.69
2016/12/14,1.28,12.8,63.99
2016/12/14,0,14.86,74.3
2016/12/14,0,17.9,89.52
2016/12/14,0.64,6.39,31.95
2016/12/14,0,8.96,44.8
2016/12/14,0,5.73,28.66
2016/12/14,0,15.6,77.99
2016/12/14,0.63,6.34,31.68
2016/12/14,0,5,23.51
2016/12/14,0,9.16,45.78
2016/12/15,0.97,9.67,0
2016/12/15,0.82,8.24,0
2016/12/15,0.81,8.1,0
2016/12/15,1.32,13.2,0
2016/12/15,0.81,8.11,0
2016/12/15,0.82,8.24,0
2016/12/15,0.97,9.72,0
2016/12/15,0.81,8.12,0
2016/12/15,0.97,9.73,0
2016/12/15,0.82,8.17,0
2016/12/15,0.82,8.18,0
2016/12/15,0.83,8.34,0
2016/12/15,2.48,24.78,0
2016/12/15,0.81,8.12,0
2016/12/15,0,10.21,0
2016/12/15,0,8.67,0
2016/12/15,0,9.44,0
2016/12/15,0,8.7,0
2016/12/15,0,9.45,0
2016/12/15,0,10.32,0
2016/12/15,1.31,13.13,0
2016/12/16,0,9.51,47.56
2016/12/16,2.39,23.9,119.52
2016/12/16,2,19.95,99.75
2016/12/16,1.79,17.9,89.51
2016/12/16,0.99,9.9,0
2016/12/16,0.99,9.94,0
2016/12/16,0,21.1,105.48
2016/12/16,0,9.54,47.72
2016/12/16,0,17.95,89.76
2016/12/16,0.85,8.47,0
2016/12/16,0.85,8.5,0
2016/12/16,0,11.93,0
2016/12/16,0,11.94,0
2016/12/16,1.07,10.67,0
2016/12/16,0,10.24,0
2016/12/16,0,12.02,0
2016/12/16,1.19,11.93,59.67
2016/12/16,0,11.69,0
2016/12/16,1.8,17.98,89.91
2016/12/16,1.99,19.85,99.25
2016/12/16,1.19,11.92,59.58
2016/12/19,0,8.4,0
2016/12/19,0.92,9.16,0
2016/12/19,0.92,9.18,0
2016/12/19,0,8.8,0
2016/12/19,0.65,6.5,0
2016/12/19,0,8.81,0
2016/12/19,0,8.82,0
2016/12/19,0,11.55,57.76
2016/12/19,0,23.72,118.59
2016/12/19,1.7,17,85
2016/12/19,2.03,20.3,101.5
2016/12/19,0,12.08,60.4
2016/12/19,1.06,10.63,53.15
2016/12/19,0,5,0
2016/12/19,0,5.31,0
2016/12/19,0,10.21,51.03
2016/12/20,0.65,6.52,0
2016/12/20,0.65,6.52,0
2016/12/20,0.91,9.14,0
2016/12/20,0,9.42,0
2016/12/20,0,9.43,0
2016/12/20,0,9.74,0
2016/12/20,0,6.49,0
2016/12/20,0,6.49,0
2016/12/20,0,8.44,0
2016/12/20,0,9.74,0
2016/12/20,0,8.16,0
2016/12/20,0,8.17,0
2016/12/20,0,7.03,0
2016/12/20,0,13.1,0
2016/12/20,0,6.52,0
2016/12/20,0.65,6.46,0
2016/12/20,0.65,6.46,0
2016/12/20,0,6.2,0
2016/12/20,0.67,6.67,33.36
2016/12/21,1.76,17.63,88.16
2016/12/21,0,6.85,34.25
2016/12/21,3.25,32.5,162.5
2016/12/21,0.9,8.98,44.92
2016/12/21,0,22.85,114.24
2016/12/21,0,12.98,64.92
2016/12/21,0,12.75,63.75
2016/12/21,1.95,19.5,97.51
2016/12/21,1.96,19.58,97.88
2016/12/21,0,13.12,65.61
2016/12/21,0,22.85,114.24
2016/12/21,0,5.33,26.64
2016/12/21,0,12.3,61.5
2016/12/21,0,7.26,36.3
2016/12/21,0,6.27,31.37
2016/12/21,0,5,19.77
2016/12/21,0,12.32,61.58
2016/12/21,0,5,17.66
2016/12/21,0,5,18.86
2016/12/21,0,6.49,32.45
2016/12/23,0,8.88,0
2016/12/23,0,6.44,0
2016/12/23,0.57,5.72,0
2016/12/23,0,5.86,0
2016/12/23,0.44,5,0
2016/12/23,0,5,0
2016/12/23,0.31,5,0
2016/12/23,0,5,0
2016/12/23,0.49,5,0
2016/12/23,0,5.55,0
2016/12/23,0.32,5,0
2016/12/23,0.32,5,0
2016/12/23,0,5,0
2016/12/23,0,5,0
2016/12/23,0.24,5,0
2016/12/23,0,5,0
2016/12/26,0.41,5,20.7
2016/12/26,0,5.43,27.14
2016/12/26,0.29,5,14.7
2016/12/26,0,9.09,45.44
2016/12/26,0,5,3.22
2016/12/26,0.47,5,23.64
2016/12/26,0,5.76,28.78
2016/12/26,0,5,10.58
2016/12/26,0.56,5.61,28.06
2016/12/26,0.23,5,11.58
2016/12/26,0.63,6.26,31.32
2016/12/26,0,8.9,44.51
2016/12/26,0,5,18.16
2016/12/26,0,5,16.05
2016/12/26,0,5,15.94
2016/12/28,0,5,0
2016/12/28,0,5,0
2016/12/29,0,5,0
2016/12/29,0.16,5,0
2016/12/29,0.07,5,0
2016/12/29,0,5,17.4
2017/1/3,0,5,16.48
2017/1/3,0.07,5,3.67
2017/1/3,0.16,5,7.89
2017/1/3,0,5,5.95
2017/1/3,0,5,0
2017/1/4,0,5.2,0
2017/1/4,0,5.21,0
2017/1/4,0,5.56,0
2017/1/4,0.79,7.94,0
2017/1/4,0,5,0
2017/1/5,0.79,7.94,39.7
2017/1/5,0,7.54,0
2017/1/5,0,5.46,27.32
2017/1/5,0,5,22.08
2017/1/5,0,10.42,52.12
2017/1/6,0,7.64,38.2
2017/1/6,0,20.13,0
2017/1/6,0,12.11,0
2017/1/6,0,7.17,0
2017/1/6,0.27,5,0
2017/1/6,0.27,5,0
2017/1/6,0,8.41,0
2017/1/9,0,7.38,36.9
2017/1/9,0.54,5.43,27.16
2017/1/9,0,16.08,80.4
2017/1/9,0,9,0
2017/1/9,0,5.36,0
2017/1/9,0,8.99,0
2017/1/9,0,5.32,0
2017/1/9,0,9.02,0
2017/1/9,0,5.29,0
2017/1/9,0.84,8.41,0
2017/1/9,0.84,8.43,0
2017/1/9,0,8.31,41.55
2017/1/9,0,15.82,79.08
2017/1/10,1.66,16.58,82.88
2017/1/10,0,15.71,78.54
2017/1/10,0,23.9,119.52
2017/1/12,0,9.28,0
2017/1/12,0,9.28,0
2017/1/12,0,16.81,0
2017/1/12,0,11.24,0
2017/1/12,0,5.61,0
2017/1/12,0,6.11,0
2017/1/12,0,6.12,0
2017/1/12,2.04,20.44,0
2017/1/12,0,11.36,0
2017/1/12,0,5,0
2017/1/12,0,11.36,0
2017/1/12,0,5,0
2017/1/12,1.37,13.74,0
2017/1/12,1.36,13.58,0
2017/1/12,0.27,5,0
2017/1/12,0,5,0
2017/1/12,0.27,5,0
2017/1/12,0,6.01,0
2017/1/12,0.81,8.11,0
2017/1/12,0.27,5,0
2017/1/12,0,5,0
2017/1/12,0.27,5,0
2017/1/13,0,5,14.31
2017/1/13,0,36.76,183.82
2017/1/13,3.84,38.36,191.8
2017/1/13,0,5,16.5
2017/1/13,0,25.62,128.1
2017/1/13,0,33.32,166.62
2017/1/13,2.82,28.22,141.12
2017/1/19,0,5,16.28
2017/1/20,0.55,5.47,0
2017/1/23,0,5,0
2017/1/23,0,5.67,0
2017/1/23,0.38,5,0
2017/1/23,0,5,0
2017/1/23,0,5,0
2017/1/23,0,6.85,0
2017/1/23,0,6.85,0
2017/1/23,0,11.66,0
2017/1/23,0.7,7.04,0
2017/1/23,0,5.92,0
2017/1/23,0.7,7,0
2017/1/23,0,6.61,0
2017/1/24,0,5,0
2017/1/24,0,5,18.48
2017/1/24,0.55,5.49,27.45
2017/1/24,0.7,7,0
2017/1/24,0,13.74,68.7
2017/1/24,0.45,5,0
2017/1/24,0.22,5,0
2017/1/24,0,5.84,0
2017/1/24,0,11.82,59.08
2017/1/24,0,5,0
2017/1/24,0.21,5,0
2017/1/24,0,5,0
2017/1/24,0.19,5,0
2017/1/24,0,5,0
2017/1/24,0.16,5,0
2017/1/24,0,5,0
2017/1/24,0,5,19.46
2017/1/24,0,6.72,33.6
2017/1/24,0,5,0
2017/1/24,0,5,0
2017/1/24,0,5,0
2017/1/25,0,5,8.53
2017/1/25,0.45,5,22.28
2017/1/25,0.3,5,0
2017/1/25,0,5,0
2017/1/25,0,5,22.46
2017/1/25,0,5,12.89
2017/1/25,0,5,7.93
2017/1/25,0,5,22.16
2017/1/25,0,5,11.13
2017/1/25,0,5.91,29.55
2017/1/25,0.08,5,4.02
2017/1/25,0,5,5.26
2017/1/25,0,5,7.78
2017/1/25,0.19,5,0
2017/1/25,0,5,12.94
2017/1/25,0,5.89,29.43
2017/1/25,0,5,5.17
2017/1/25,0.22,5,10.94
2017/1/25,0,5,5.9
2017/1/25,0.37,5,18.71
2017/1/25,2.08,20.83,104.16
2017/1/25,0,5,2.95
2017/1/25,0.33,5,0
2017/1/25,0,5,0
2017/1/25,0,5,0
2017/1/25,0.05,5,0
2017/1/25,0.08,5,4.02
2017/1/25,0.21,5,10.4
2017/1/26,0.05,5,2.62
2017/1/26,0.31,5,15.57
2017/1/26,0,5,11.79
2017/1/26,0,5,7.98
2017/1/26,0.18,5,9.24
2017/1/26,0.19,5,9.74
2017/1/26,0.33,5,16.26
2017/1/26,0,5,9.56
2017/2/3,0.38,5,0
2017/2/3,0.9,9.02,0
2017/2/3,0.57,5.72,0
2017/2/3,0.28,5,0
2017/2/3,0,5.2,0
2017/2/3,0.49,5,0
2017/2/3,0,5,13.43
2017/2/6,0,5,0
2017/2/6,0,5,0
2017/2/6,0.39,5,19.33
2017/2/6,0.91,9.05,45.27
2017/2/6,0,5.19,25.96
2017/2/8,0.69,6.89,0
2017/2/8,0.59,5.93,0
2017/2/8,0.48,5,24.14
2017/2/8,0,5,19.72
2017/2/8,0.84,8.43,42.17
2017/2/9,0,5,20.75
2017/2/9,0.61,6.11,30.56
2017/2/9,0.69,6.95,34.73
2017/2/13,0,7.06,0
2017/2/13,0.46,5,0
2017/2/13,0.47,5,0
2017/2/13,0.39,5,0
2017/2/13,0,5,0
2017/2/13,0,5,0
2017/2/13,0,5,0
2017/2/13,0.25,5,0
2017/2/13,0.14,5,0
2017/2/13,0,5,0
2017/2/13,0.31,5,0
2017/2/13,0.44,5,0
2017/2/13,0.19,5,0
2017/2/14,0.25,5,12.54
2017/2/14,0.31,5,15.43
2017/2/15,1.76,17.61,0
2017/2/15,3.52,35.24,0
2017/2/15,1.76,17.61,0
2017/2/15,1.76,17.62,0
2017/2/16,0,5,17.8
2017/2/16,0.44,5,22.2
2017/2/16,0,5,17.92
2017/2/17,1.64,16.42,0
2017/2/17,0.47,5,23.28
2017/2/17,0.81,8.14,0
2017/2/17,0,5,6.98
2017/2/17,5.99,59.9,299.5
2017/2/17,0.18,5,8.97
2017/2/17,0,5,9.7
2017/2/17,0,5,18.2
2017/2/17,3.01,30.07,150.35
2017/2/17,0.46,5,22.92
2017/2/17,0.38,5,18.88
2017/2/17,0,5,18.16
2017/2/17,0.13,5,6.52
2017/2/20,0,5,0
2017/2/20,0.61,6.07,0
2017/2/20,0,5,0
2017/2/20,0.3,5,0
2017/2/20,0.24,5,0
2017/2/20,0,5.14,0
2017/2/20,0.19,5,0
2017/2/20,2.42,24.18,120.9
2017/2/21,0.19,5,9.64
2017/2/21,0,5.21,26.05
2017/2/21,0,5,8.06
2017/2/21,0.91,9.11,45.57
2017/2/21,0.24,5,12.23
2017/2/21,0,5,0
2017/2/21,0,5,0
2017/2/21,0,5,0
2017/2/21,0,5,18.59
2017/2/22,0,5,21.94
2017/2/23,0.21,5,0
2017/2/23,0,5,0
2017/2/23,0,5,22.48
2017/2/24,0,8.69,0
2017/2/24,0.68,6.83,0
2017/2/24,0,16.01,0
2017/2/24,0,5,5.97
2017/2/24,0.21,5,10.4
2017/2/27,0,8.73,43.66
2017/2/27,1.35,13.53,0
2017/2/27,0,7.9,0
2017/2/27,0,8.65,0
2017/2/27,0,7.87,0
2017/2/28,0,6.15,0
2017/2/28,0.63,6.34,0
2017/2/28,0.75,7.54,0
2017/2/28,0.63,6.3,0
2017/2/28,0,7.45,0
2017/2/28,0.63,6.26,0
2017/2/28,0,7.9,0
2017/2/28,0,16.15,0
2017/2/28,0.97,9.7,0
2017/2/28,0,60.86,0
2017/2/28,0,8.59,0
2017/2/28,0.63,6.26,0
2017/2/28,1.01,10.13,0
2017/2/28,0.63,6.35,0
2017/2/28,0.67,6.74,0
2017/2/28,0,42.56,0
2017/2/28,0,8,0
2017/2/28,0.67,6.71,0
2017/2/28,0,10.2,0
2017/2/28,0,10.02,0
2017/2/28,0,8.68,43.38
2017/2/28,2.04,20.42,102.12
2017/3/1,0,16.35,81.77
